"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Hpcal12",2.2034534628785e-44,0.464983767437034,0.717,0.512,3.5327969370331e-40,"Ly6C+ CM WT","Hpcal1"
"Dclre1c",2.72501005612533e-44,0.519289351291404,0.604,0.431,4.36900862298575e-40,"Ly6C+ CM WT","Dclre1c"
"Mvp",3.16845091526029e-44,0.321771283752856,0.551,0.37,5.07997735243683e-40,"Ly6C+ CM WT","Mvp"
"Btbd9",3.18905069203595e-44,0.871578973492084,0.778,0.725,5.11300497454124e-40,"Ly6C+ CM WT","Btbd9"
"Tcirg1",4.17470958166315e-44,0.375826609112057,0.735,0.564,6.69331187228052e-40,"Ly6C+ CM WT","Tcirg1"
"Cdk2ap23",4.20464138193579e-44,0.547491067544936,0.675,0.511,6.74130152765766e-40,"Ly6C+ CM WT","Cdk2ap2"
"Etv6",7.00844488745893e-44,0.511288872876236,0.913,0.816,1.12366396880629e-39,"Ly6C+ CM WT","Etv6"
"H2-M31",8.00270414608568e-44,0.278068900473522,0.483,0.289,1.28307355574192e-39,"Ly6C+ CM WT","H2-M3"
"Dtx2",1.68205235574911e-43,0.317885488023373,0.243,0.107,2.69683454197255e-39,"Ly6C+ CM WT","Dtx2"
"Ripk1",1.86214498090715e-43,0.47098417770284,0.561,0.395,2.98557704788843e-39,"Ly6C+ CM WT","Ripk1"
"Zfp131",1.9535345716245e-43,0.406645524130376,0.45,0.277,3.13210197868555e-39,"Ly6C+ CM WT","Zfp131"
"Ifnar1",2.7280508243698e-43,0.382216937810607,0.604,0.433,4.37388388671211e-39,"Ly6C+ CM WT","Ifnar1"
"Ascc3",2.81716284501186e-43,0.633068553919639,0.719,0.591,4.51675718940751e-39,"Ly6C+ CM WT","Ascc3"
"Vps29",2.94236493155637e-43,0.379921995870439,0.613,0.466,4.71749369476432e-39,"Ly6C+ CM WT","Vps29"
"Spi1",3.42085424138916e-43,0.358943441765818,0.914,0.894,5.48465560521924e-39,"Ly6C+ CM WT","Spi1"
"Ramac",3.68532519190159e-43,0.311910392182256,0.468,0.302,5.90868188017582e-39,"Ly6C+ CM WT","Ramac"
"Tmem128",7.82301956696551e-43,0.315990652415095,0.524,0.355,1.25426472717158e-38,"Ly6C+ CM WT","Tmem128"
"Gabpb1",8.11435286722861e-43,0.378033335257834,0.506,0.316,1.30097419520276e-38,"Ly6C+ CM WT","Gabpb1"
"Dtx3l1",1.24484187602561e-42,0.438477302284543,0.436,0.275,1.99585497983185e-38,"Ly6C+ CM WT","Dtx3l"
"Fam76a",1.26807198344311e-42,0.346556976230774,0.527,0.357,2.03309981105434e-38,"Ly6C+ CM WT","Fam76a"
"Ccdc86",1.34728225445606e-42,0.319347156778605,0.364,0.199,2.1600976385694e-38,"Ly6C+ CM WT","Ccdc86"
"Pbdc1",1.37056649483911e-42,0.331277726814326,0.412,0.245,2.19742926117554e-38,"Ly6C+ CM WT","Pbdc1"
